p2.Temp_Air,p2.Humi_Air,p2.CO2_ppm,p1.NH3_ppm,p1.H2S_ppm,p3.CH4_Vout
16.891,66.760,902.182,4.514,0.827,1.8945
16.915,66.364,901.708,4.693,0.832,1.9395
17.102,66.256,924.100,4.669,0.847,1.9251
17.207,67.047,928.991,4.703,0.762,1.9615
17.536,66.719,914.653,4.855,0.745,1.9602
17.580,64.970,896.691,4.754,0.707,1.9344
17.485,65.255,888.958,4.571,0.715,1.9294
17.569,64.450,888.892,4.429,0.706,1.9426
17.542,63.686,879.926,4.370,0.712,1.9000
17.276,63.017,880.381,4.169,0.699,1.8865
17.099,63.603,882.145,4.089,0.697,1.8822
17.124,62.569,891.738,4.022,0.764,1.8375
16.632,63.514,906.094,4.175,0.795,1.8377
16.482,63.235,914.952,4.068,0.794,1.8295
16.335,63.837,909.700,4.186,0.817,1.8098
16.483,64.058,919.305,4.467,0.827,1.7831
16.294,64.756,902.427,4.501,0.841,1.7920
16.470,64.495,892.787,4.565,0.828,1.8028
16.363,65.811,888.782,4.658,0.829,1.8070
16.322,65.147,884.121,4.820,0.758,1.8327
16.404,66.049,876.698,4.684,0.730,1.8440
16.604,66.265,875.217,4.614,0.698,1.8513
16.823,67.133,881.016,4.615,0.721,1.8842
16.909,66.780,889.084,4.494,0.663,1.9208
