p2.Temp_Air,p2.Humi_Air,p2.CO2_ppm,p1.NH3_ppm,p1.H2S_ppm,p3.CH4_Vout
11.968,72.765,752.010,3.141,0.661,1.5180
12.025,73.968,765.071,3.242,0.608,1.5375
12.222,72.492,762.285,3.480,0.599,1.5401
12.056,73.373,768.013,3.533,0.594,1.5458
12.492,73.058,760.736,3.467,0.539,1.5364
12.566,71.887,761.986,3.576,0.548,1.5622
12.329,71.978,748.806,3.305,0.482,1.5417
12.397,70.472,734.522,3.328,0.486,1.5200
12.120,70.310,723.903,3.175,0.462,1.5162
12.336,70.422,717.953,3.011,0.490,1.4730
11.852,68.979,721.064,2.944,0.516,1.4762
12.003,70.209,740.681,2.899,0.572,1.4404
11.606,69.904,753.375,2.894,0.590,1.4225
11.570,70.080,766.962,2.795,0.592,1.4215
11.339,70.108,776.632,2.970,0.643,1.3943
11.273,69.476,764.357,3.255,0.672,1.3902
11.134,70.222,772.967,3.311,0.636,1.4028
11.283,70.863,749.939,3.484,0.597,1.4111
11.130,71.608,731.699,3.574,0.613,1.3859
11.209,72.638,727.074,3.549,0.545,1.4202
11.337,72.553,732.891,3.573,0.566,1.4524
11.619,72.744,734.346,3.458,0.489,1.4524
11.725,73.249,735.979,3.344,0.478,1.4886
11.764,74.199,758.215,3.135,0.457,1.4973
