p2.Temp_Air,p2.Humi_Air,p2.CO2_ppm,p1.NH3_ppm,p1.H2S_ppm,p3.CH4_Vout
13.917,67.699,833.046,4.015,0.779,1.7246
14.029,68.932,842.348,4.321,0.779,1.7542
14.214,67.640,850.258,4.326,0.774,1.7375
14.402,66.933,865.153,4.460,0.735,1.7570
14.515,67.735,867.009,4.454,0.691,1.7893
14.493,66.944,841.933,4.462,0.664,1.7810
14.401,66.254,830.448,4.329,0.621,1.7454
14.302,65.289,813.205,4.220,0.599,1.7383
14.210,64.862,808.104,4.139,0.639,1.7390
14.267,64.881,821.762,4.067,0.618,1.6929
14.174,65.123,813.032,3.827,0.673,1.6972
13.742,64.266,831.567,3.864,0.676,1.6560
13.604,63.607,837.912,3.827,0.678,1.6612
13.662,63.818,864.889,3.949,0.763,1.6440
13.365,65.044,867.496,3.965,0.764,1.6347
13.472,65.064,854.489,3.989,0.798,1.6303
13.377,65.690,856.296,4.336,0.793,1.6105
13.378,66.726,850.814,4.454,0.776,1.6065
13.118,67.119,827.066,4.532,0.718,1.6247
13.488,67.334,816.383,4.481,0.692,1.6194
13.281,68.164,808.248,4.351,0.662,1.6563
13.376,68.557,822.645,4.357,0.611,1.6822
13.525,68.463,816.691,4.187,0.640,1.7071
13.886,68.766,839.998,4.112,0.634,1.7072
