p2.Temp_Air,p2.Humi_Air,p2.CO2_ppm,p1.NH3_ppm,p1.H2S_ppm,p3.CH4_Vout
11.86,74.20,646.21,2.219,0.386,0.6215
11.87,74.27,647.45,2.223,0.391,0.6244
11.91,74.29,646.27,2.268,0.398,0.6269
11.92,74.23,645.71,2.304,0.396,0.6328
11.93,74.21,646.34,2.316,0.392,0.6315
11.96,74.18,644.11,2.341,0.398,0.6322
11.99,74.29,646.33,2.365,0.397,0.6351
12.00,74.47,644.54,2.404,0.404,0.6363
12.03,74.65,644.23,2.401,0.398,0.6379
12.04,74.72,645.80,2.391,0.400,0.6376
12.04,74.64,642.95,2.398,0.398,0.6387
12.04,74.72,643.86,2.392,0.394,0.6398
12.07,74.81,640.77,2.397,0.390,0.6427
12.08,74.92,640.33,2.410,0.389,0.6422
12.09,74.84,641.63,2.402,0.379,0.6472
12.10,74.81,639.94,2.421,0.373,0.6479
12.14,74.96,637.98,2.399,0.378,0.6507
12.17,75.05,637.73,2.393,0.375,0.6514
12.18,75.13,637.84,2.410,0.378,0.6538
12.18,75.20,634.90,2.412,0.371,0.6556
12.20,75.17,630.95,2.410,0.360,0.6564
12.21,75.09,665.73,2.408,0.348,0.6508
12.22,75.13,765.36,2.371,0.348,0.6495
12.25,75.09,911.87,2.368,0.338,0.6460
12.28,74.99,1081.90,2.355,0.331,0.6415
12.29,75.09,1251.27,2.620,0.331,0.6427
12.31,75.07,1408.14,3.256,0.331,0.6417
12.30,75.04,1528.17,3.907,0.320,0.6360
12.32,74.97,1590.92,4.250,0.309,0.6329
12.34,75.01,1595.87,4.247,0.313,0.6340
12.31,74.91,1592.96,4.221,0.316,0.6321
12.32,74.81,1592.09,4.140,0.318,0.6300
12.29,74.76,1588.93,3.789,0.319,0.6249
12.28,74.81,1588.83,3.280,0.308,0.6201
12.26,74.72,1571.60,2.703,0.308,0.6149
12.27,74.78,1510.98,2.259,0.301,0.6162
12.27,74.85,1419.71,2.052,0.300,0.6165
12.27,74.81,1302.71,2.051,0.293,0.6122
12.24,74.65,1171.42,2.050,0.290,0.6098
12.24,74.51,1035.63,2.016,0.293,0.6049
12.20,74.42,904.63,2.008,0.292,0.6000
12.20,74.33,782.96,1.999,0.297,0.5985
12.18,74.26,684.09,1.962,0.297,0.5990
12.17,74.10,618.35,1.969,0.302,0.5999
12.12,74.10,593.51,1.958,0.311,0.5964
12.10,74.03,591.60,1.946,0.311,0.5964
12.09,73.91,594.17,1.924,0.320,0.5950
12.06,73.76,593.72,1.933,0.319,0.5910
12.06,73.82,592.96,1.924,0.327,0.5940
12.03,73.84,592.20,1.937,0.336,0.5967
12.01,73.71,595.04,1.937,0.336,0.5929
11.97,73.71,594.33,1.932,0.338,0.5958
11.93,73.69,594.09,1.966,0.342,0.5984
11.91,73.62,596.00,1.982,0.354,0.5965
11.86,73.52,596.19,2.003,0.362,0.5969
11.86,73.45,598.02,2.033,0.361,0.6005
11.83,73.37,599.23,2.058,0.370,0.5978
11.79,73.30,600.28,2.070,0.368,0.5973
11.77,73.24,599.67,2.087,0.372,0.6014
11.72,73.11,602.12,2.112,0.374,0.6042
11.72,73.07,605.31,2.123,0.384,0.6074
11.70,72.88,604.99,2.134,0.390,0.6115
11.66,72.81,608.48,2.171,0.398,0.6120
11.61,72.63,609.23,2.180,0.392,0.6128
11.60,72.65,609.88,2.208,0.399,0.6142
11.56,72.48,612.34,2.219,0.401,0.6194
11.52,72.50,616.04,2.251,0.396,0.6241
11.49,72.35,617.60,2.295,0.394,0.6289
11.45,72.28,618.82,2.302,0.399,0.6286
11.45,72.11,622.51,2.309,0.391,0.6323
11.41,72.07,622.53,2.337,0.385,0.6309
11.37,72.09,622.76,2.358,0.388,0.6306
