p2.Temp_Air,p2.Humi_Air,p2.CO2_ppm,p1.NH3_ppm,p1.H2S_ppm,p3.CH4_Vout
9.720,69.933,712.359,2.932,0.545,1.3651
9.994,69.608,728.341,3.297,0.559,1.3879
10.318,69.089,738.583,3.297,0.554,1.3868
10.447,68.955,736.435,3.312,0.492,1.4006
10.489,68.154,734.959,3.335,0.449,1.3912
10.346,67.318,722.763,3.264,0.427,1.4062
10.531,66.366,706.748,3.271,0.413,1.3797
10.383,67.178,697.904,3.181,0.424,1.3896
10.292,65.256,685.479,3.053,0.422,1.3804
10.196,66.045,688.446,2.883,0.395,1.3311
10.063,64.612,690.452,2.797,0.428,1.3074
9.919,64.623,707.700,2.584,0.457,1.3017
9.579,65.447,711.459,2.688,0.469,1.2743
9.496,65.089,735.495,2.725,0.541,1.2753
9.372,64.980,726.865,2.868,0.578,1.2433
9.420,66.497,738.592,3.053,0.586,1.2298
9.093,65.974,720.302,3.175,0.561,1.2289
9.331,67.491,708.760,3.287,0.557,1.2289
9.390,68.350,694.202,3.237,0.506,1.2613
9.501,67.955,695.876,3.287,0.497,1.2740
9.252,69.001,694.064,3.394,0.430,1.3068
9.651,68.664,688.370,3.265,0.426,1.3020
9.828,69.642,691.121,3.290,0.415,1.3433
9.933,69.097,716.676,3.152,0.386,1.3635
