p2.Temp_Air,p2.Humi_Air,p2.CO2_ppm,p1.NH3_ppm,p1.H2S_ppm,p3.CH4_Vout
17.787,64.945,956.689,5.362,0.973,2.0587
17.733,65.336,954.923,5.387,0.989,2.0558
17.799,64.696,981.004,5.684,0.969,2.0856
18.089,64.610,984.144,5.743,0.921,2.0811
18.107,64.678,967.300,5.680,0.901,2.1099
18.212,62.954,956.610,5.652,0.850,2.0898
18.426,62.618,939.146,5.492,0.840,2.0915
18.395,61.760,939.203,5.553,0.832,2.0650
18.065,62.243,919.009,5.250,0.800,2.0449
18.015,61.491,926.665,5.083,0.793,2.0242
17.789,60.904,926.337,5.111,0.825,2.0393
17.595,61.798,942.083,4.991,0.867,1.9943
17.386,60.424,957.665,4.996,0.896,1.9870
17.411,60.492,971.573,4.947,0.934,1.9504
17.345,61.963,978.813,5.132,0.950,1.9369
17.108,62.247,966.282,5.203,0.979,1.9232
17.221,62.669,974.589,5.376,0.994,1.9289
17.106,62.258,959.510,5.460,0.977,1.9386
17.099,63.995,937.679,5.604,0.939,1.9467
17.290,63.462,931.479,5.716,0.894,1.9813
17.285,64.145,919.600,5.608,0.850,1.9906
17.319,64.904,934.643,5.588,0.811,2.0183
17.587,65.393,933.061,5.430,0.823,2.0300
17.746,65.068,947.119,5.352,0.805,2.0339
