p2.Temp_Air,p2.Humi_Air,p2.CO2_ppm,p1.NH3_ppm,p1.H2S_ppm,p3.CH4_Vout
15.602,69.434,896.266,4.680,0.919,1.9171
15.527,70.095,906.252,4.951,0.927,1.9288
15.573,69.412,919.433,4.944,0.887,1.9592
15.858,69.068,935.203,5.136,0.826,1.9790
15.957,68.344,917.301,5.063,0.824,1.9525
16.066,68.172,905.554,5.053,0.805,1.9698
16.203,68.280,896.642,4.990,0.739,1.9566
16.056,67.468,881.424,4.957,,1.9628
15.806,66.545,872.144,4.760,0.761,1.9226
15.902,66.294,886.752,4.670,0.771,1.9095
15.770,66.433,883.875,4.583,0.802,1.8738
15.645,65.775,886.182,4.379,0.815,1.8700
15.296,66.218,900.448,4.397,0.853,1.8529
15.275,66.676,925.689,4.592,0.883,1.8187
15.064,66.615,928.672,4.519,0.885,1.8033
14.821,67.388,920.885,4.706,0.888,1.7986
14.850,68.148,927.110,4.849,0.873,1.7960
14.781,67.739,906.108,4.882,0.894,1.8081
14.910,68.715,891.834,5.155,0.875,1.8430
15.036,68.633,888.187,5.244,0.852,1.8315
14.950,69.668,879.928,5.025,0.811,1.8482
14.972,69.212,883.311,5.153,0.798,1.8766
15.175,70.170,881.979,4.885,0.779,1.8986
15.422,69.565,899.295,4.793,0.759,1.9076
