p2.Temp_Air,p2.Humi_Air,p2.CO2_ppm,p1.NH3_ppm,p1.H2S_ppm,p3.CH4_Vout
13.329,68.698,795.618,3.474,0.658,1.5917
13.323,67.929,795.346,3.527,0.632,1.6077
13.509,68.081,802.615,3.743,0.650,1.6241
13.552,67.519,806.796,3.781,0.625,1.6198
13.773,67.665,801.702,3.773,0.596,1.6130
13.887,67.622,792.793,3.896,0.542,1.6227
13.849,66.976,790.921,3.581,0.517,1.6106
13.786,65.774,774.886,3.515,0.536,1.6255
13.449,64.882,760.989,3.401,0.493,1.5839
13.559,65.652,762.627,3.388,0.533,1.5816
13.336,64.955,768.748,3.107,0.568,1.5440
13.421,64.664,786.890,3.022,0.580,1.5107
13.143,64.011,800.804,3.065,0.626,1.4975
13.017,64.634,811.841,3.126,0.620,1.5004
12.729,64.704,804.305,3.193,0.629,1.4833
12.670,65.901,816.304,3.433,0.671,1.4598
12.622,66.240,796.737,3.496,0.656,1.4631
12.442,67.175,797.500,3.744,0.674,1.4911
12.607,67.115,782.208,3.739,0.615,1.4827
12.618,67.472,767.627,3.907,0.614,1.4793
12.585,68.578,772.004,3.687,0.535,1.5286
12.683,67.813,766.747,3.828,0.515,1.5334
12.977,68.950,769.288,3.558,0.540,1.5449
13.240,68.565,777.061,3.499,0.488,1.5759
