p2.Temp_Air,p2.Humi_Air,p2.CO2_ppm,p1.NH3_ppm,p1.H2S_ppm,p3.CH4_Vout
11.935,73.441,769.403,3.358,0.675,1.5163
12.144,73.033,772.682,3.618,0.687,1.5661
12.116,71.990,777.329,3.661,0.638,1.5515
12.353,72.557,775.163,3.690,0.591,1.5733
12.655,72.054,773.963,3.823,0.577,1.5992
12.701,72.124,773.106,3.608,0.578,1.5826
12.729,70.941,750.903,3.661,0.542,1.5860
12.475,70.354,748.425,3.463,0.494,1.5757
12.414,69.528,731.385,3.338,0.484,1.5601
12.452,70.081,741.785,3.101,0.504,1.5235
12.065,69.589,733.422,3.212,0.538,1.4820
12.190,68.682,744.248,3.152,0.586,1.4964
11.727,69.206,771.685,2.933,0.624,1.4688
11.775,69.730,785.685,3.150,0.640,1.4308
11.419,68.975,790.708,3.197,0.637,1.4348
11.477,69.258,785.385,3.342,0.678,1.4351
11.338,69.786,781.495,3.580,0.645,1.4365
11.283,71.615,766.383,3.494,0.633,1.4178
11.255,71.519,749.730,3.673,0.633,1.4462
11.466,71.538,747.691,3.705,0.620,1.4516
11.702,72.808,743.483,3.825,0.535,1.4869
11.586,72.763,745.390,3.536,0.545,1.4782
11.962,72.844,745.180,3.424,0.518,1.5130
12.141,72.445,765.290,3.480,0.519,1.5420
