p2.Temp_Air,p2.Humi_Air,p2.CO2_ppm,p1.NH3_ppm,p1.H2S_ppm,p3.CH4_Vout
14.593,68.222,885.144,4.697,0.825,1.8349
14.599,68.103,884.339,4.641,0.871,1.8395
14.780,68.621,906.144,4.958,0.803,1.8597
14.847,66.989,902.181,4.931,0.768,1.8789
14.733,67.132,890.241,4.922,0.744,1.8883
15.008,66.196,886.589,5.031,0.709,1.8903
15.089,65.637,871.647,4.929,0.725,1.8723
15.129,65.987,865.951,4.720,0.689,1.8699
14.891,64.685,851.872,4.574,0.666,1.8458
14.704,65.148,857.328,4.421,0.714,1.8061
14.661,63.737,850.736,4.442,0.714,1.7902
14.496,64.812,873.333,4.199,0.757,1.7742
14.495,64.332,886.383,4.363,0.804,1.7501
14.346,64.163,887.339,4.227,0.817,1.7288
14.123,64.209,893.557,4.440,0.845,1.7308
13.960,65.689,896.129,4.601,0.829,1.7119
13.746,65.610,889.352,4.635,0.825,1.7301
13.811,65.539,879.833,4.940,0.824,1.7285
13.691,65.923,860.571,4.951,0.778,1.7156
13.750,66.501,866.318,5.006,0.759,1.7342
14.048,67.662,860.068,4.850,0.766,1.7572
14.175,67.275,861.340,4.777,0.691,1.7818
14.057,67.831,858.951,4.793,0.716,1.8039
14.517,67.869,884.564,4.600,0.681,1.8473
