p2.Temp_Air,p2.Humi_Air,p2.CO2_ppm,p1.NH3_ppm,p1.H2S_ppm,p3.CH4_Vout
14.483,61.309,814.642,3.822,0.661,1.6313
14.443,61.119,833.650,3.961,0.666,1.6439
14.418,61.616,836.126,3.996,0.648,1.6710
14.808,60.826,843.847,4.239,0.638,1.6666
14.948,60.759,822.975,4.097,0.609,1.6766
14.956,59.772,827.216,4.249,0.550,1.6556
15.006,59.779,797.764,4.072,0.559,1.6592
14.754,58.162,790.845,4.056,0.509,1.6326
14.836,58.132,791.800,3.749,0.515,1.6268
14.591,58.696,790.662,3.608,0.508,1.6252
14.497,58.357,794.111,3.573,0.552,1.5972
14.408,57.910,805.558,3.413,0.556,1.5518
14.122,57.730,812.304,3.523,0.628,1.5368
14.132,58.553,833.131,3.582,0.626,1.5345
13.903,58.749,838.296,3.784,0.636,1.5369
13.783,59.239,830.037,3.856,0.672,1.5063
13.838,59.544,821.268,3.901,0.667,1.5081
13.503,58.975,806.040,4.098,0.629,1.5239
13.904,59.885,792.529,4.111,0.612,1.5166
13.818,59.875,790.175,4.283,0.606,1.5440
13.795,60.566,778.215,4.127,0.559,1.5396
13.922,61.779,797.674,4.182,0.548,1.5889
14.188,61.652,789.721,3.894,0.494,1.5926
14.439,60.904,803.551,3.961,0.512,1.6132
