p2.Temp_Air,p2.Humi_Air,p2.CO2_ppm,p1.NH3_ppm,p1.H2S_ppm,p3.CH4_Vout
10.167,70.639,734.529,3.161,0.593,1.4351
10.282,71.458,756.105,3.339,0.592,1.4586
10.535,70.323,754.054,3.285,0.578,1.4718
10.777,69.913,766.433,3.356,0.528,1.4721
10.774,70.718,751.188,3.512,0.523,1.4721
10.779,70.198,743.619,3.520,0.449,1.4860
10.983,68.451,743.587,3.316,0.437,1.4656
10.647,69.194,722.264,3.261,0.431,1.4503
10.634,67.665,713.700,3.052,0.412,1.4515
10.566,68.192,720.810,2.887,0.441,1.4148
10.328,66.799,713.945,2.918,0.474,1.3875
10.143,66.946,727.852,2.837,0.499,1.3754
10.192,66.830,750.177,2.869,0.540,1.3487
9.828,67.838,748.656,2.867,0.560,1.3487
9.838,67.875,752.652,2.806,0.604,1.3371
9.777,68.470,758.804,3.135,0.578,1.3201
9.438,68.539,750.241,3.223,0.602,1.3148
9.595,69.044,730.536,3.333,0.548,1.3155
9.522,70.371,717.383,3.486,0.562,1.3364
9.831,69.491,708.502,3.365,0.502,1.3400
9.888,70.193,709.996,3.399,0.483,1.3600
10.084,70.470,718.484,3.439,0.470,1.3927
10.142,70.475,721.596,3.252,0.415,1.3805
10.069,71.200,735.678,3.168,0.439,1.4355
