p2.Temp_Air,p2.Humi_Air,p2.CO2_ppm,p1.NH3_ppm,p1.H2S_ppm,p3.CH4_Vout
11.655,74.212,774.463,3.275,0.684,1.5437
11.739,73.371,789.940,3.500,0.646,1.5772
11.798,73.089,791.463,3.741,0.664,1.6133
12.089,73.601,808.319,3.648,0.613,1.6120
12.218,72.321,803.218,3.814,0.624,1.5915
12.113,72.878,790.139,3.749,0.581,1.6171
12.196,71.422,767.364,3.579,0.557,1.6032
12.015,71.873,767.747,3.494,0.512,1.5946
11.953,70.875,752.886,3.458,0.537,1.5581
11.948,70.972,758.037,3.186,0.559,1.5358
11.640,69.486,769.223,3.139,0.551,1.5324
11.654,70.542,769.124,3.148,0.613,1.4950
11.355,70.131,790.641,3.132,0.621,1.5082
11.378,70.585,795.198,3.182,0.669,1.4917
11.139,70.380,804.986,3.149,0.671,1.4770
11.106,71.041,808.311,3.340,0.669,1.4653
10.884,71.929,795.240,3.561,0.660,1.4442
10.865,72.166,774.533,3.645,0.659,1.4677
11.071,71.808,759.052,3.771,0.637,1.4485
10.825,72.136,767.578,3.677,0.600,1.4919
11.078,72.620,760.348,3.605,0.545,1.4823
11.063,74.051,748.230,3.587,0.572,1.5152
11.281,73.671,769.967,3.481,0.520,1.5285
11.471,74.044,778.569,3.418,0.493,1.5608
