p2.Temp_Air,p2.Humi_Air,p2.CO2_ppm,p1.NH3_ppm,p1.H2S_ppm,p3.CH4_Vout
11.040,72.556,734.728,2.999,0.573,1.4360
11.211,72.785,749.633,3.216,0.578,1.4399
11.189,72.364,746.016,3.195,0.584,1.4802
11.350,72.148,764.210,3.384,0.521,1.4699
11.533,71.100,761.167,3.420,0.499,1.4715
11.595,70.638,741.184,3.220,0.484,1.4981
11.567,71.320,728.600,3.098,0.459,1.4646
11.583,69.485,715.467,3.175,0.408,1.4403
11.411,70.134,718.354,3.009,0.410,1.4389
11.133,69.494,699.943,2.855,0.455,1.4237
10.899,68.835,718.250,2.634,0.463,1.4137
11.039,68.500,729.588,2.630,0.508,1.3763
10.618,68.152,733.995,2.705,0.546,1.3436
10.479,68.726,747.068,2.783,0.579,1.3305
10.310,69.376,747.958,2.884,0.583,1.3191
10.264,69.219,754.450,2.991,0.606,1.3246
10.322,70.448,740.738,3.014,0.575,1.3150
10.196,70.229,744.300,3.109,0.585,1.3234
10.238,70.779,726.915,3.328,0.531,1.3259
10.271,71.839,702.136,3.250,0.509,1.3523
10.315,72.419,711.967,3.419,0.483,1.3722
10.406,72.160,702.920,3.310,0.449,1.3833
10.834,72.602,712.393,3.115,0.422,1.4260
10.656,73.415,728.847,2.924,0.418,1.4223
