p2.Temp_Air,p2.Humi_Air,p2.CO2_ppm,p1.NH3_ppm,p1.H2S_ppm,p3.CH4_Vout
12.595,67.507,804.912,3.799,0.693,1.6235
12.886,68.161,813.730,3.778,0.667,1.6302
13.183,67.963,825.717,4.060,0.697,1.6543
12.996,67.940,826.620,4.074,0.664,1.6811
13.246,66.702,833.573,3.971,0.636,1.6787
13.194,65.786,824.650,4.135,0.580,1.6816
13.528,66.554,801.632,4.033,0.537,1.6463
13.438,65.057,795.909,3.788,0.553,1.6384
13.209,64.277,779.947,3.785,0.532,1.6224
13.164,64.433,783.017,3.646,0.536,1.6093
13.062,64.907,799.318,3.539,0.561,1.5994
12.960,63.252,812.591,3.403,0.619,1.5757
12.845,64.324,822.521,3.315,0.634,1.5415
12.694,63.946,834.516,3.343,0.683,1.5464
12.327,65.104,832.337,3.653,0.669,1.5029
12.389,64.423,827.764,3.766,0.719,1.5171
12.336,65.757,823.903,3.703,0.714,1.5231
12.328,65.817,811.663,4.023,0.690,1.5294
12.291,66.926,804.010,4.032,0.643,1.5283
12.343,67.301,788.641,3.956,0.594,1.5446
12.364,67.831,777.780,4.026,0.596,1.5500
12.271,67.161,788.130,4.089,0.580,1.5889
12.727,68.223,802.863,3.816,0.540,1.6095
12.654,68.300,816.535,3.792,0.517,1.6177
