p2.Temp_Air,p2.Humi_Air,p2.CO2_ppm,p1.NH3_ppm,p1.H2S_ppm,p3.CH4_Vout
10.011,72.659,736.731,2.946,0.550,1.3952
10.413,72.869,743.670,3.111,0.557,1.4155
10.373,71.844,756.265,3.140,0.556,1.4561
10.665,72.722,761.110,3.142,0.523,1.4555
10.782,71.393,744.516,3.305,0.517,1.4596
10.583,71.206,744.839,3.178,0.487,1.4780
10.922,70.075,736.812,3.097,0.425,1.4587
10.820,70.857,722.630,2.838,0.392,1.4295
10.456,68.943,715.229,2.814,0.423,1.4223
10.495,69.571,700.171,2.687,0.434,1.3934
10.313,68.984,708.793,2.648,0.451,1.3764
10.285,69.354,729.876,2.413,0.491,1.3684
10.207,68.111,731.469,2.502,0.508,1.3435
9.835,69.352,756.084,2.483,0.554,1.3301
9.637,69.973,757.937,2.746,0.577,1.2960
9.511,70.096,751.932,2.905,0.591,1.2830
9.707,69.765,740.055,3.005,0.577,1.2832
9.533,70.440,736.396,3.097,0.549,1.2946
9.404,71.325,727.496,3.106,0.532,1.2960
9.762,71.311,712.011,3.181,0.479,1.3462
9.854,72.250,716.337,3.248,0.463,1.3403
9.805,72.861,706.228,3.014,0.433,1.3684
10.149,72.213,726.097,3.115,0.449,1.3729
10.136,72.452,739.897,2.819,0.418,1.3915
