p2.Temp_Air,p2.Humi_Air,p2.CO2_ppm,p1.NH3_ppm,p1.H2S_ppm,p3.CH4_Vout
14.919,69.454,867.351,4.286,0.821,1.8094
15.100,70.075,880.127,4.369,0.822,1.8429
15.069,69.465,883.566,4.480,0.814,1.8553
15.316,69.837,878.650,4.737,0.787,1.8746
15.282,69.206,880.813,4.574,0.757,1.8560
15.674,68.852,865.319,4.539,0.692,1.8659
15.609,67.347,851.458,4.549,0.709,1.8415
15.417,67.990,852.511,4.488,0.688,1.8571
15.341,67.822,833.615,4.187,0.691,1.8182
15.216,66.057,834.343,4.127,0.670,1.8135
15.179,65.710,843.846,3.952,0.712,1.7627
15.096,66.797,850.553,3.965,0.748,1.7526
14.831,66.666,,3.863,0.789,1.7444
14.767,66.398,870.467,3.934,0.782,1.7145
14.379,67.132,882.957,4.232,0.808,1.7291
14.598,66.831,891.571,4.247,0.846,1.7199
14.355,67.750,876.710,4.370,0.833,1.6818
14.390,68.785,858.780,4.461,0.782,1.7036
14.473,67.956,861.417,4.708,0.785,1.7328
14.536,69.842,847.089,4.688,0.753,1.7278
14.471,69.540,845.452,4.634,0.700,1.7593
14.419,70.391,845.914,4.572,0.708,1.7553
14.865,70.084,852.341,4.414,0.660,1.7872
14.794,70.616,862.838,4.302,0.663,1.7919
