p2.Temp_Air,p2.Humi_Air,p2.CO2_ppm,p1.NH3_ppm,p1.H2S_ppm,p3.CH4_Vout
11.380,72.961,766.459,3.483,0.652,1.5572
11.557,72.119,781.537,3.696,0.654,1.5671
11.884,72.246,794.922,3.654,0.654,1.5592
11.686,72.582,804.622,3.888,0.625,1.5850
11.784,72.413,791.803,3.705,0.573,1.6031
11.861,71.527,788.088,3.699,0.565,1.5860
11.856,70.719,759.417,3.775,0.549,1.5689
11.850,69.739,757.599,3.652,0.508,1.5870
12.059,69.307,742.456,3.437,0.509,1.5384
11.695,68.450,741.202,3.195,0.536,1.5299
11.788,68.177,748.645,3.171,0.552,1.4965
11.667,68.009,768.950,3.086,0.581,1.4939
11.186,69.411,776.152,3.022,0.588,1.4584
11.113,68.966,796.545,3.229,0.618,1.4411
11.073,69.250,787.956,3.304,0.688,1.4568
10.968,69.199,797.878,3.390,0.689,1.4392
10.880,69.782,797.537,3.534,0.697,1.4163
10.816,70.340,768.292,3.704,0.638,1.4531
11.012,71.718,759.402,3.646,0.650,1.4300
10.851,71.957,752.406,3.734,0.595,1.4725
10.903,72.772,745.481,3.760,0.582,1.4752
11.044,72.191,746.323,3.682,0.554,1.4866
11.125,72.131,752.902,3.679,0.531,1.5249
11.560,72.777,777.280,3.428,0.524,1.5297
