p2.Temp_Air,p2.Humi_Air,p2.CO2_ppm,p1.NH3_ppm,p1.H2S_ppm,p3.CH4_Vout
15.010,64.971,862.043,4.063,0.717,1.7486
15.153,63.559,876.562,4.265,0.743,1.7455
15.211,63.700,881.017,4.409,0.706,1.7847
15.216,64.493,881.716,4.482,0.709,1.7923
15.592,63.239,883.590,4.396,0.640,1.7969
15.643,62.633,862.306,4.469,0.612,1.7701
15.507,62.013,852.843,4.245,0.595,1.8001
15.582,61.392,847.612,4.134,0.594,1.7677
15.250,61.993,832.919,4.032,0.569,1.7438
15.399,60.074,820.342,3.806,0.597,1.7145
15.061,60.454,838.934,3.634,0.599,1.7048
14.895,60.993,850.562,3.762,0.623,1.6726
14.727,61.212,854.679,3.718,0.651,1.6579
14.650,60.333,878.505,3.787,0.701,1.6707
14.361,60.467,874.518,3.813,0.732,1.6465
14.339,61.372,881.223,3.920,0.717,1.6340
14.255,61.067,871.111,4.165,0.740,1.6252
14.452,62.163,850.176,4.247,0.711,1.6518
14.398,62.756,842.593,4.332,0.691,1.6253
14.391,64.052,831.994,4.451,0.672,1.6510
14.359,63.785,821.604,4.380,0.637,1.6691
14.690,63.937,829.862,4.177,0.624,1.7133
14.722,63.613,832.104,4.259,0.596,1.7135
14.739,64.065,853.629,4.000,0.554,1.7508
